ImageId,ClassId,defect_date,shift,operator_id,vendor,cost_per_defect,Machine_ID
018ccdfed.jpg,4,2024-01-02,Afternoon,OP-013,Vendor_A,509.61,47
01919944c.jpg,3,2024-01-02,Morning,OP-008,Vendor_B,354.68,44
019f42c2a.jpg,3,2024-01-02,Afternoon,OP-019,Vendor_A,274.65,28
01a1027ce.jpg,3,2024-01-02,Morning,OP-006,Vendor_A,314.36,46
01afbfa7a.jpg,4,2024-01-02,Afternoon,OP-015,Vendor_B,614.92,6
01b043500.jpg,3,2024-01-02,Afternoon,OP-010,Vendor_A,329.55,10
01b492dd6.jpg,3,2024-01-02,Morning,OP-017,Vendor_A,323.46,3
01c3ef286.jpg,3,2024-01-02,Morning,OP-001,Vendor_C,243.93,16
01cf446d4.jpg,3,2024-01-02,Morning,OP-007,Vendor_A,307.84,18
01cfacf80.jpg,3,2024-01-02,Night,OP-013,Vendor_A,390.66,14
01cfacf80.jpg,4,2024-01-02,Night,OP-003,Vendor_C,534.7,40
01df77e59.jpg,1,2024-01-02,Afternoon,OP-019,Vendor_B,59.68,17
01e020dc5.jpg,3,2024-01-02,Morning,OP-015,Vendor_A,321.28,14
01ebe0d32.jpg,3,2024-01-02,Afternoon,OP-005,Vendor_E,314.2,25
01fd320c9.jpg,3,2024-01-02,Afternoon,OP-011,Vendor_B,367.34,9
01fd50e68.jpg,3,2024-01-02,Night,OP-018,Vendor_B,426.89,39
020ff3106.jpg,3,2024-01-02,Morning,OP-003,Vendor_A,255.98,5
0217af9b1.jpg,3,2024-01-02,Morning,OP-006,Vendor_C,299.98,50
0218c0fcc.jpg,4,2024-01-02,Afternoon,OP-003,Vendor_B,528.75,38
02291e913.jpg,3,2024-01-02,Morning,OP-005,Vendor_C,266.43,10
02431211b.jpg,3,2024-01-02,Morning,OP-009,Vendor_E,348.3,1
025cb9f6e.jpg,3,2024-01-02,Morning,OP-019,Vendor_C,296.24,39
025dc8dc8.jpg,3,2024-01-03,Afternoon,OP-013,Vendor_D,422.44,35
026183d85.jpg,2,2024-01-03,Night,OP-006,Vendor_C,175.76,36
02701c239.jpg,3,2024-01-03,Night,OP-011,Vendor_B,373.48,38
0281aba7b.jpg,3,2024-01-03,Afternoon,OP-014,Vendor_C,296.8,5
028eb44d1.jpg,3,2024-01-03,Afternoon,OP-006,Vendor_C,274.19,17
028ed7768.jpg,3,2024-01-03,Morning,OP-006,Vendor_D,343.88,7
0294f23c0.jpg,3,2024-01-03,Afternoon,OP-017,Vendor_D,370.24,42
02b2d3aa4.jpg,1,2024-01-03,Morning,OP-011,Vendor_A,53.65,30
02b906933.jpg,3,2024-01-03,Afternoon,OP-015,Vendor_B,346.65,16
02bf279c9.jpg,3,2024-01-03,Morning,OP-009,Vendor_A,328.27,4
02c4655ff.jpg,1,2024-01-03,Morning,OP-017,Vendor_D,64.41,15
02c79bfcb.jpg,3,2024-01-03,Morning,OP-007,Vendor_C,231.16,16
02d18b8a4.jpg,3,2024-01-03,Morning,OP-007,Vendor_D,374.07,36
02d573611.jpg,4,2024-01-03,Morning,OP-001,Vendor_E,515.01,31
02d8c6b30.jpg,3,2024-01-03,Morning,OP-008,Vendor_C,266.49,44
031627893.jpg,3,2024-01-03,Night,OP-005,Vendor_A,377.95,23
031f334ec.jpg,3,2024-01-03,Afternoon,OP-019,Vendor_C,287.55,8
0340e13c4.jpg,3,2024-01-03,Afternoon,OP-008,Vendor_E,369.01,35
03461f8e0.jpg,3,2024-01-03,Night,OP-017,Vendor_D,440.43,38
034941f9d.jpg,3,2024-01-03,Night,OP-019,Vendor_B,385.52,26
035021da2.jpg,3,2024-01-03,Afternoon,OP-012,Vendor_B,372.96,38
0360edfb8.jpg,3,2024-01-03,Night,OP-015,Vendor_B,326.94,24
036c4e5d2.jpg,1,2024-01-03,Morning,OP-004,Vendor_D,51.49,25
036c7d18c.jpg,3,2024-01-03,Morning,OP-012,Vendor_B,288.75,20
037fca267.jpg,3,2024-01-03,Afternoon,OP-013,Vendor_E,324.55,2
03860f6a9.jpg,3,2024-01-04,Afternoon,OP-014,Vendor_D,348.0,7
0386ce84b.jpg,3,2024-01-04,Afternoon,OP-005,Vendor_B,396.84,2
038f14456.jpg,4,2024-01-04,Morning,OP-016,Vendor_A,506.34,31
0391d44d6.jpg,3,2024-01-04,Morning,OP-007,Vendor_D,377.54,15
0391d44d6.jpg,4,2024-01-04,Afternoon,OP-015,Vendor_D,588.2,25
039577d49.jpg,3,2024-01-04,Morning,OP-013,Vendor_C,255.57,45
03ab4e3ea.jpg,3,2024-01-04,Afternoon,OP-016,Vendor_B,329.4,13
03ca4d04c.jpg,3,2024-01-04,Afternoon,OP-012,Vendor_A,333.78,19
03da79fda.jpg,1,2024-01-04,Afternoon,OP-007,Vendor_E,54.69,38
03db6bbc3.jpg,3,2024-01-04,Night,OP-016,Vendor_D,416.2,12
03db6bbc3.jpg,4,2024-01-04,Night,OP-013,Vendor_E,620.41,5
03faf7462.jpg,3,2024-01-04,Afternoon,OP-003,Vendor_E,357.42,14
04055fd3e.jpg,3,2024-01-04,Afternoon,OP-015,Vendor_E,290.1,9
0405e7c54.jpg,2,2024-01-04,Afternoon,OP-003,Vendor_C,153.52,46
04072b39a.jpg,3,2024-01-04,Morning,OP-007,Vendor_E,320.98,39
041187764.jpg,3,2024-01-04,Morning,OP-018,Vendor_B,346.74,31
041a93b6d.jpg,3,2024-01-04,Morning,OP-014,Vendor_B,312.93,43
04246167f.jpg,3,2024-01-04,Afternoon,OP-018,Vendor_A,306.44,39
0429258ad.jpg,1,2024-01-04,Afternoon,OP-019,Vendor_A,48.27,10
044700866.jpg,3,2024-01-04,Night,OP-014,Vendor_E,414.34,44
044700866.jpg,4,2024-01-04,Morning,OP-020,Vendor_E,524.53,25
04594d04e.jpg,3,2024-01-04,Morning,OP-006,Vendor_C,310.18,39
046282f58.jpg,3,2024-01-04,Night,OP-008,Vendor_E,361.14,44
046c35525.jpg,1,2024-01-04,Morning,OP-007,Vendor_E,48.09,16
047fa15d0.jpg,3,2024-01-04,Afternoon,OP-020,Vendor_E,331.49,7
048d14d3f.jpg,3,2024-01-04,Afternoon,OP-018,Vendor_D,325.79,12
0498abd18.jpg,3,2024-01-04,Afternoon,OP-018,Vendor_D,423.9,20
049bad998.jpg,3,2024-01-04,Morning,OP-015,Vendor_C,295.8,40
04a06d744.jpg,3,2024-01-04,Morning,OP-020,Vendor_C,288.29,42
04a4777e9.jpg,3,2024-01-04,Morning,OP-019,Vendor_B,340.87,1
04a5009fa.jpg,3,2024-01-04,Afternoon,OP-002,Vendor_C,290.29,25
04ae7853c.jpg,3,2024-01-04,Afternoon,OP-008,Vendor_B,398.13,20
04c3aade7.jpg,4,2024-01-04,Morning,OP-011,Vendor_E,490.03,12
04d49c95d.jpg,3,2024-01-04,Afternoon,OP-018,Vendor_C,307.29,8
04e23e414.jpg,1,2024-01-04,Night,OP-013,Vendor_C,53.01,17
04fa19d59.jpg,4,2024-01-04,Morning,OP-009,Vendor_C,514.24,47
05184e71b.jpg,3,2024-01-04,Afternoon,OP-009,Vendor_B,380.58,16
0518e79e9.jpg,3,2024-01-04,Afternoon,OP-017,Vendor_B,398.32,25
051f0d825.jpg,3,2024-01-04,Morning,OP-007,Vendor_A,307.95,35
0526d780c.jpg,3,2024-01-04,Morning,OP-009,Vendor_B,300.75,17
052838084.jpg,3,2024-01-04,Afternoon,OP-001,Vendor_B,346.88,49
052ac9a54.jpg,3,2024-01-04,Night,OP-002,Vendor_D,440.22,48
052cc2a0f.jpg,4,2024-01-04,Night,OP-004,Vendor_C,560.09,14
0534f1b45.jpg,3,2024-01-04,Afternoon,OP-014,Vendor_B,294.58,24
05396b495.jpg,3,2024-01-04,Afternoon,OP-004,Vendor_C,283.93,15
053e9a29c.jpg,3,2024-01-04,Morning,OP-002,Vendor_C,248.55,14
054190eb2.jpg,3,2024-01-04,Afternoon,OP-008,Vendor_D,420.52,3
056e34021.jpg,1,2024-01-05,Afternoon,OP-018,Vendor_C,42.33,29
05747b10b.jpg,2,2024-01-05,Morning,OP-019,Vendor_B,173.24,25
0576d3847.jpg,3,2024-01-05,Afternoon,OP-014,Vendor_C,263.6,4
057b89dd5.jpg,3,2024-01-05,Afternoon,OP-020,Vendor_A,301.44,14
0582ac66c.jpg,4,2024-01-05,Morning,OP-010,Vendor_A,566.08,45
058a1e3b8.jpg,3,2024-01-05,Night,OP-017,Vendor_D,381.76,13
059000a4f.jpg,1,2024-01-05,Morning,OP-008,Vendor_B,48.32,9
059327fe3.jpg,3,2024-01-05,Morning,OP-014,Vendor_D,313.48,24
05a024a74.jpg,3,2024-01-05,Morning,OP-008,Vendor_A,300.42,50
05d6bccf8.jpg,3,2024-01-05,Night,OP-005,Vendor_B,395.63,13
05f5e7366.jpg,3,2024-01-05,Afternoon,OP-016,Vendor_C,268.81,33
0602f0520.jpg,3,2024-01-05,Morning,OP-008,Vendor_B,348.84,38
0603c2340.jpg,1,2024-01-05,Afternoon,OP-010,Vendor_E,47.87,13
0606395c5.jpg,3,2024-01-05,Morning,OP-008,Vendor_B,365.38,36
060964105.jpg,2,2024-01-05,Night,OP-009,Vendor_C,169.99,17
060c3159e.jpg,2,2024-01-05,Afternoon,OP-018,Vendor_E,189.46,30
062167783.jpg,3,2024-01-05,Afternoon,OP-003,Vendor_D,427.5,31
063571c5c.jpg,3,2024-01-05,Night,OP-017,Vendor_B,363.13,25
063fa1630.jpg,4,2024-01-05,Morning,OP-020,Vendor_D,581.87,6
0645d69f9.jpg,3,2024-01-05,Morning,OP-015,Vendor_B,354.35,41
066ecd182.jpg,3,2024-01-05,Afternoon,OP-017,Vendor_A,280.42,16
06713b712.jpg,3,2024-01-05,Night,OP-008,Vendor_A,325.75,10
068587112.jpg,3,2024-01-05,Morning,OP-002,Vendor_C,239.1,3
068c6c4a9.jpg,2,2024-01-05,Morning,OP-017,Vendor_A,147.97,28
0696cfa05.jpg,3,2024-01-05,Morning,OP-018,Vendor_E,319.91,33
06a01c775.jpg,1,2024-01-05,Afternoon,OP-005,Vendor_E,50.35,1
06ad83bac.jpg,3,2024-01-05,Morning,OP-009,Vendor_B,283.14,25
06ae96c30.jpg,3,2024-01-05,Afternoon,OP-009,Vendor_D,402.87,12
06aed81ba.jpg,3,2024-01-05,Night,OP-002,Vendor_E,310.09,31
06b384e78.jpg,3,2024-01-05,Afternoon,OP-002,Vendor_B,395.71,9
06b49e34f.jpg,3,2024-01-05,Morning,OP-019,Vendor_D,329.93,34
06d0fbb0c.jpg,3,2024-01-05,Afternoon,OP-003,Vendor_A,330.49,18
06d3a99cb.jpg,3,2024-01-05,Morning,OP-017,Vendor_B,323.54,47
06e55cb16.jpg,3,2024-01-05,Night,OP-014,Vendor_D,359.31,9
06e6582af.jpg,3,2024-01-05,Afternoon,OP-014,Vendor_C,281.13,17
06e6e7a8c.jpg,4,2024-01-05,Morning,OP-014,Vendor_C,452.26,7
06e7b157a.jpg,3,2024-01-05,Afternoon,OP-006,Vendor_E,365.94,46
06eb2151d.jpg,3,2024-01-05,Afternoon,OP-003,Vendor_D,404.35,43
06f4583b1.jpg,3,2024-01-05,Afternoon,OP-001,Vendor_C,247.72,14
06f52f4dd.jpg,3,2024-01-06,Morning,OP-016,Vendor_E,287.52,32
06fb3a6e5.jpg,3,2024-01-06,Night,OP-004,Vendor_B,358.08,40
0712fbd90.jpg,3,2024-01-06,Night,OP-001,Vendor_B,335.83,26
0728b2ac9.jpg,1,2024-01-06,Afternoon,OP-017,Vendor_D,62.19,25
0739e9688.jpg,3,2024-01-06,Night,OP-018,Vendor_D,474.15,13
07732248e.jpg,3,2024-01-06,Morning,OP-008,Vendor_D,361.58,6
07732248e.jpg,4,2024-01-06,Afternoon,OP-002,Vendor_D,675.72,44
077f0256d.jpg,1,2024-01-06,Afternoon,OP-018,Vendor_C,49.84,45
079054aa2.jpg,3,2024-01-06,Afternoon,OP-016,Vendor_C,313.26,30
07a5651ce.jpg,3,2024-01-06,Afternoon,OP-010,Vendor_E,302.54,17
07ac7620c.jpg,1,2024-01-06,Morning,OP-008,Vendor_C,48.43,17
07b1a9644.jpg,3,2024-01-06,Morning,OP-012,Vendor_B,367.75,36
07b627cb9.jpg,3,2024-01-06,Morning,OP-016,Vendor_E,283.96,44
07ba16aba.jpg,3,2024-01-06,Morning,OP-012,Vendor_C,257.59,44
07ba66beb.jpg,1,2024-01-06,Afternoon,OP-011,Vendor_D,71.88,38
07c3d6d77.jpg,2,2024-01-06,Morning,OP-020,Vendor_C,146.37,31
07c8ba1d5.jpg,3,2024-01-06,Morning,OP-019,Vendor_A,280.43,6
07c8ba1d5.jpg,4,2024-01-06,Afternoon,OP-001,Vendor_E,561.82,9
07c8c77a3.jpg,3,2024-01-06,Afternoon,OP-003,Vendor_C,275.36,44
07c917711.jpg,3,2024-01-06,Night,OP-012,Vendor_C,309.57,29
07cb6d544.jpg,3,2024-01-06,Afternoon,OP-009,Vendor_B,331.44,1
07cbfd1f8.jpg,3,2024-01-06,Morning,OP-005,Vendor_D,336.17,7
07cbfd1f8.jpg,4,2024-01-06,Night,OP-001,Vendor_D,726.18,32
07cd0a3e9.jpg,3,2024-01-06,Afternoon,OP-010,Vendor_B,375.45,1
0803acf1f.jpg,3,2024-01-06,Morning,OP-017,Vendor_B,367.02,9
0808a098b.jpg,3,2024-01-06,Afternoon,OP-004,Vendor_A,282.43,25
080d6f77f.jpg,3,2024-01-06,Night,OP-015,Vendor_E,397.34,34
0817e2da4.jpg,3,2024-01-06,Morning,OP-019,Vendor_D,333.52,32
08193cfc8.jpg,2,2024-01-06,Morning,OP-008,Vendor_B,161.4,12
0829af407.jpg,1,2024-01-06,Morning,OP-015,Vendor_B,61.62,35
0832de752.jpg,1,2024-01-06,Morning,OP-007,Vendor_E,51.78,13
0841074c1.jpg,3,2024-01-06,Afternoon,OP-015,Vendor_B,315.01,16
0842fa725.jpg,2,2024-01-06,Afternoon,OP-008,Vendor_A,141.43,37
0849ea9f1.jpg,3,2024-01-06,Morning,OP-010,Vendor_E,312.45,31
084e8ba74.jpg,3,2024-01-06,Night,OP-018,Vendor_A,372.19,41
0858830b6.jpg,3,2024-01-06,Night,OP-004,Vendor_C,356.81,32
085a9eea6.jpg,3,2024-01-06,Afternoon,OP-015,Vendor_D,410.59,27
085bcd104.jpg,3,2024-01-06,Night,OP-011,Vendor_B,422.42,6
08605c0eb.jpg,3,2024-01-06,Morning,OP-003,Vendor_E,338.42,17
08808b1a2.jpg,1,2024-01-07,Afternoon,OP-015,Vendor_A,58.73,14
08852b69d.jpg,3,2024-01-07,Afternoon,OP-003,Vendor_D,329.95,13
0888e6a84.jpg,3,2024-01-07,Night,OP-015,Vendor_D,467.4,49
0888e6a84.jpg,4,2024-01-07,Night,OP-006,Vendor_B,612.84,18
088a6bb94.jpg,3,2024-01-07,Morning,OP-001,Vendor_D,405.53,44
088aee82e.jpg,3,2024-01-07,Night,OP-014,Vendor_B,331.2,30
08a1a079b.jpg,1,2024-01-07,Morning,OP-016,Vendor_C,47.91,38
08a1a079b.jpg,3,2024-01-07,Night,OP-001,Vendor_B,406.33,25
08a8ed239.jpg,1,2024-01-07,Night,OP-017,Vendor_A,66.07,27
08b10468d.jpg,4,2024-01-07,Morning,OP-008,Vendor_D,648.39,24
08b40a161.jpg,3,2024-01-07,Afternoon,OP-018,Vendor_D,364.68,10
08b40a161.jpg,4,2024-01-07,Morning,OP-016,Vendor_D,610.3,36
08b539d11.jpg,3,2024-01-07,Afternoon,OP-006,Vendor_B,332.63,14
08c2fc120.jpg,3,2024-01-07,Afternoon,OP-010,Vendor_E,300.59,2
08d5bd03d.jpg,3,2024-01-07,Afternoon,OP-010,Vendor_B,320.36,31
08d80d51a.jpg,3,2024-01-07,Night,OP-005,Vendor_A,316.23,9
08de8621d.jpg,3,2024-01-07,Afternoon,OP-012,Vendor_B,351.57,47
08de8df60.jpg,1,2024-01-07,Afternoon,OP-020,Vendor_D,70.68,48
08de8df60.jpg,3,2024-01-07,Night,OP-017,Vendor_C,348.95,45
08e3aadde.jpg,3,2024-01-07,Night,OP-014,Vendor_A,298.92,17
08f0b26ac.jpg,3,2024-01-07,Morning,OP-014,Vendor_C,235.97,1
08f5c0997.jpg,3,2024-01-07,Night,OP-003,Vendor_A,318.62,46
08f9c685f.jpg,1,2024-01-07,Morning,OP-012,Vendor_A,46.33,20
08f9c685f.jpg,3,2024-01-07,Night,OP-020,Vendor_D,363.69,48
0905fe055.jpg,1,2024-01-07,Morning,OP-018,Vendor_B,53.16,48
090a6a4b5.jpg,3,2024-01-07,Morning,OP-012,Vendor_D,369.47,42
09140dda7.jpg,3,2024-01-07,Afternoon,OP-002,Vendor_D,386.86,14
091d21109.jpg,3,2024-01-07,Afternoon,OP-002,Vendor_D,382.92,18
092145f0c.jpg,3,2024-01-07,Morning,OP-017,Vendor_C,256.93,42
092614afe.jpg,4,2024-01-07,Morning,OP-010,Vendor_A,530.97,16
0929b3d8f.jpg,3,2024-01-07,Afternoon,OP-018,Vendor_E,363.15,9
092f8d365.jpg,3,2024-01-07,Night,OP-019,Vendor_B,362.0,26
09323504a.jpg,3,2024-01-07,Morning,OP-001,Vendor_D,315.24,47
0934b8bff.jpg,1,2024-01-07,Morning,OP-004,Vendor_A,46.94,34
093ec1c68.jpg,3,2024-01-07,Afternoon,OP-004,Vendor_B,308.8,27
094fd70ea.jpg,3,2024-01-07,Morning,OP-002,Vendor_E,311.92,6
09552b326.jpg,3,2024-01-07,Night,OP-019,Vendor_E,324.86,29
096465b41.jpg,3,2024-01-07,Night,OP-012,Vendor_D,409.39,50
0970201e2.jpg,3,2024-01-07,Afternoon,OP-010,Vendor_E,303.07,9
09757b84e.jpg,3,2024-01-07,Morning,OP-013,Vendor_E,337.56,25
097e28492.jpg,3,2024-01-07,Night,OP-020,Vendor_B,325.71,43
097eaf94c.jpg,3,2024-01-07,Afternoon,OP-015,Vendor_B,352.19,37
097eaf94c.jpg,4,2024-01-08,Night,OP-003,Vendor_D,621.58,34
0984c380f.jpg,3,2024-01-08,Afternoon,OP-020,Vendor_A,267.84,35
0986996f0.jpg,3,2024-01-08,Night,OP-013,Vendor_D,459.85,17
0988e13e7.jpg,3,2024-01-08,Afternoon,OP-008,Vendor_C,298.09,14
0999e53af.jpg,1,2024-01-08,Afternoon,OP-007,Vendor_E,48.49,39
099e4e39a.jpg,3,2024-01-08,Night,OP-008,Vendor_A,361.98,39
09b26a624.jpg,3,2024-01-08,Afternoon,OP-018,Vendor_B,358.11,43
09b428fe0.jpg,1,2024-01-08,Afternoon,OP-009,Vendor_C,46.87,45
09c967630.jpg,3,2024-01-08,Morning,OP-006,Vendor_C,263.46,25
09d4ee8a5.jpg,3,2024-01-08,Afternoon,OP-004,Vendor_E,369.16,25
09d70d8f0.jpg,3,2024-01-08,Afternoon,OP-015,Vendor_B,320.01,38
09d7dba1b.jpg,3,2024-01-08,Morning,OP-005,Vendor_A,290.85,31
09d84ff22.jpg,3,2024-01-08,Morning,OP-005,Vendor_B,313.08,35
09d87038e.jpg,3,2024-01-08,Afternoon,OP-007,Vendor_E,357.66,38
09e06e897.jpg,3,2024-01-08,Night,OP-009,Vendor_C,349.29,44
09e15218c.jpg,3,2024-01-08,Afternoon,OP-007,Vendor_E,365.46,17
09e75817a.jpg,3,2024-01-08,Morning,OP-009,Vendor_D,392.15,17
09e9c96fd.jpg,3,2024-01-08,Afternoon,OP-020,Vendor_C,324.9,6
09ee01161.jpg,3,2024-01-08,Morning,OP-010,Vendor_E,333.63,27
09f1605ee.jpg,4,2024-01-08,Afternoon,OP-004,Vendor_A,564.54,3
0a21ce787.jpg,3,2024-01-08,Morning,OP-006,Vendor_A,343.45,22
0a26aceb2.jpg,3,2024-01-08,Morning,OP-014,Vendor_A,255.63,25
0a37f0a29.jpg,3,2024-01-08,Morning,OP-009,Vendor_D,374.48,14
0a405b396.jpg,3,2024-01-08,Morning,OP-001,Vendor_B,353.66,28
0a4ad45a5.jpg,1,2024-01-08,Morning,OP-017,Vendor_A,56.27,2
0a5cff3a7.jpg,3,2024-01-08,Morning,OP-013,Vendor_D,401.46,3
0a8306bfe.jpg,3,2024-01-08,Afternoon,OP-007,Vendor_A,347.32,40
0a8cb8ddf.jpg,1,2024-01-08,Afternoon,OP-009,Vendor_D,71.43,17
0a9a7a6c7.jpg,3,2024-01-08,Morning,OP-011,Vendor_A,303.36,8
0a9aaba9a.jpg,3,2024-01-08,Night,OP-003,Vendor_B,323.36,25
0aa4399a4.jpg,3,2024-01-08,Morning,OP-012,Vendor_E,268.79,38
0aa7955fd.jpg,3,2024-01-08,Afternoon,OP-003,Vendor_A,319.22,11
0aafd7471.jpg,1,2024-01-08,Morning,OP-015,Vendor_E,51.48,30
0abfbfc69.jpg,3,2024-01-08,Morning,OP-010,Vendor_A,295.61,6
0ac9936af.jpg,3,2024-01-08,Afternoon,OP-001,Vendor_B,336.15,4
0aceecf0a.jpg,3,2024-01-08,Afternoon,OP-014,Vendor_E,372.2,25
0adc17f1d.jpg,4,2024-01-08,Night,OP-020,Vendor_D,660.85,25
0ae4f8a60.jpg,3,2024-01-08,Afternoon,OP-006,Vendor_A,348.66,31
0af6b34a8.jpg,3,2024-01-08,Night,OP-002,Vendor_A,386.7,36
0b1235e38.jpg,3,2024-01-08,Morning,OP-008,Vendor_D,359.95,49
0b1993a49.jpg,3,2024-01-08,Morning,OP-001,Vendor_B,324.75,25
0b1a4d585.jpg,1,2024-01-08,Morning,OP-004,Vendor_C,48.52,16
0b1e5a7a5.jpg,2,2024-01-09,Morning,OP-004,Vendor_A,159.36,38
0b475b419.jpg,3,2024-01-09,Afternoon,OP-005,Vendor_D,358.56,14
0b4a68676.jpg,3,2024-01-09,Afternoon,OP-020,Vendor_C,249.7,21
0b4c8e681.jpg,2,2024-01-09,Morning,OP-009,Vendor_A,139.42,5
0b5018316.jpg,2,2024-01-09,Night,OP-013,Vendor_E,161.08,2
0b5051d9f.jpg,3,2024-01-09,Night,OP-018,Vendor_D,388.51,48
0b56da4ff.jpg,4,2024-01-09,Morning,OP-017,Vendor_E,487.49,41
0b5c97e4c.jpg,3,2024-01-09,Morning,OP-001,Vendor_B,343.63,34
0b6cc9daa.jpg,3,2024-01-09,Morning,OP-015,Vendor_C,306.81,19
0b76bcd3a.jpg,3,2024-01-09,Morning,OP-002,Vendor_D,380.06,9
0b77d4ddf.jpg,3,2024-01-09,Morning,OP-016,Vendor_A,338.4,9
0b7a4c9b9.jpg,3,2024-01-09,Afternoon,OP-020,Vendor_A,341.85,14
0b8575001.jpg,3,2024-01-09,Morning,OP-005,Vendor_C,288.46,25
0b8775632.jpg,3,2024-01-09,Morning,OP-019,Vendor_E,306.88,35
0bb304645.jpg,1,2024-01-09,Night,OP-005,Vendor_E,57.2,32
0bb37f2aa.jpg,3,2024-01-09,Afternoon,OP-002,Vendor_D,417.27,14
0bb39cafa.jpg,3,2024-01-09,Night,OP-007,Vendor_D,464.35,48
0bbd121d7.jpg,3,2024-01-09,Morning,OP-003,Vendor_E,310.45,37
0bc0d715e.jpg,3,2024-01-09,Morning,OP-017,Vendor_D,306.98,26
0bc373e44.jpg,1,2024-01-09,Afternoon,OP-003,Vendor_E,59.96,29
